Marca temporal	Identidad de Género	Edad	Máximo nivel de formación	¿Qué carrera de grado estudiaste?	¿En qué tipo de universidad estudiaste tu carrera de grado?	País en el que trabajas	Provincia donde trabajas	Trabajo	Rubro de la empresa	¿Cuántos empleados tiene la empresa?	Origen del capital	¿Cuántas personas integran el área de RRHH?	¿En qué puesto trabajás?	Tipo de contratación	¿Cómo es tu jornada laboral?	¿Cuál es tu función principal en RRHH?	¿Cuántas personas tenés a cargo? (poné 0 si no tenés gente a cargo?)	¿Hace cuántos años trabajas en la empresa donde estás? (0 para menos de un año)	¿Hace cuántos años estás en tu puesto actual? (0 para menos de un año)	¿Cuántos años de experiencia tenés en RRHH?	¿Cuál es tu remuneración BRUTA MENSUAL en tu moneda local? (antes de impuestos y deducciones)	¿Qué beneficios tenés?	¿Recibís bonos?	¿Tuviste ajustes por inflación en 2021?	¿Cuál fue el porcentaje de aumento acumulado que tuviste en 2021?	Mes del último ajuste	¿Trabajás en proyectos independientes además de tu empleo?	¿Qué sistema de gestión de RRHH usan en tu empresa?	¿Cómo se llama el área en tu empresa?	¿Te exigieron saber un idioma extranjero (inglés, portugués, etc.) para entrar a trabajar en tu empresa?	¿Qué porcentaje del tiempo usas el idioma extranjero en tu puesto actual?	¿Qué tan satisfecho estás con tu empresa?	¿Estás buscando trabajo?	¿Qué beneficios te gustaría tener?	¿Cuál es la pregunta más bizarra que te han hecho/has hecho en una entrevista?	Definí a RRHH con una sola palabra	¿Te identificás como LGBTIQ+ (lesbiana, gay, bisexual, transexual, otra minoría sexual)?	En tu empresa puedes ser como realmente eres (por ej.: expresar abiertamente tu personalidad, tu identidad de género, orientación sexual, etc.).	¿Qué porcentaje aproximado del management de tu empresa son mujeres? (Entiéndase posiciones de Jefatura, de Gerencia, o de Dirección)	Es importante incorporar el lenguaje inclusivo en la organización.	¿Tenés alguna discapacidad?	¿En tu organización existe una línea segura o políticas definidas para actuar frente a situaciones de acoso o discriminación?	¿Sufriste alguna situación de acoso, abuso o de discriminación en algún trabajo?	¿Estás trabajando desde tu casa?	¿Cómo están planeando el regreso a las oficinas?	¿En qué mes está planificado el retorno de la mayoría de los empleados?	¿Cómo fue la decisión del esquema de teletrabajo a realizar?	Cantidad de días que se aplicará teletrabajo	Las nuevas contrataciones, ¿bajo qué modalidad ingresaron?	¿Qué tan satisfecho estás con la decisión de retornar a la oficina?	¿Cómo valorarías la gestión de tu empresa durante la pandemia del COVID?	¿Cómo estás registrado/a fiscalmente?	¿Hace cuántos años trabajás como freelance?	¿Dónde trabajás habitualmente? (sin considerar la coyuntura por COVID-19)	¿Exportás tus servicios?	Si exportás servicios, ¿a través de qué medios de pago recibís los pagos del exterior?	¿Aceptás pagos en cuotas?	¿Trabajás con otros freelancers de tu mismo rubro?	¿Tu servicio principal está relacionado con búsqueda y selección?	¿Te dedicás principalmente a realizar búsquedas de IT/Tecnología?	¿Trabajás a riesgo?	¿Cuál es el coeficiente que cobrás por tus servicios?	El coeficiente lo calculás sobre:	¿Ofrecés garantía?	¿Cuál es el servicio principal que brindas? (si brindás más de un servicio, elegí el que más ingresos genere)	¿Cuál es el valor hora promedio que ofrecés? (moneda local)
9/11/2021 11:16:36	Mujer cis	25 - 30	Universitario completo	Administración de Empresas	Universidad Pública	Bolivia		Relación de Dependencia	Otros	501 - 1.000	Nacional	6	Analista	Indefinido	Full time	Compensaciones y beneficios	0	3	3	5	5318	Home office	No recibo bono	No tuve ajustes	6	Mayo	No	Sai																																						
9/11/2021 11:19:47	Prefiero no responder	31 - 35	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Salta	Freelance																																												Monotributista	3	Casa	No	0	No	Si	Si	Si	Si	20	Remuneración mensual del ingresante	3 meses		
9/11/2021 11:51:01	Mujer cis	31 - 35	Diplomado de posgrado completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios de consultoría	1 - 50	Nacional	6	Analista	Indeterminado	Full time	Reclutamiento y selección	0	4	3	7	65000	Abono de celular, Equipamiento ergonómico de teletrabajo, Home office	No recibo bono	No tuve ajustes	0		No	Hiring Room	Recursos Humanos	No		2	Sí, activamente	Prepaga para grupo familiar, 1 semana adicional de vacaciones, dia de cumpleaños, viernes flex.		Apoyo	No	En desacuerdo	50%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	No	No	Si	Mixto	Noviembre 2021	De la empresa	4 días	Teletrabajo	Algo satisfecho	3															
9/11/2021 13:20:35	Mujer cis	31 - 35	Diplomado de posgrado completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios financieros seguros	101 - 250	Nacional	6	Responsable	Indeterminado	Part time	Compensaciones y beneficios	1	0	0	10	240000	Medicina prepaga / Plan de salud, Licencias extendidas, Home office	Dos sueldos	3 o más ajustes	70	Noviembre	No	No tenemos sistema de gestión	Recursos Humanos	No	0%	3	No,  pero escucho ofertas	Internet, horario flexible, tarjeta para el super, o saldo pedidos ya	Cómo me organizaba para amantar a mi hijo y trabajar al mismo tiempo	Gestion	No	Ni de acuerdo ni en desacuerdo	10%	Totalmente en desacuerdo	No tengo ninguna discapacidad	No	Si	Voy rotando entre la oficina y el teletrabajo	Mixto	No esta definido	Del empleado	A elección de cada empleado	Mixta	Muy instatisfecho	3															
9/11/2021 13:28:03	Mujer cis	18 - 25	Universitario en curso	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Tecnologías de información	10.001 o más	Nacional	100	Representante	Indeterminado	Part time	No trabajo en RRHH	0	3	3	0	80000	Medicina prepaga / Plan de salud, Vacaciones extendidas, Comedor / Almuerzos, Frutas y snacks, Gimnasio, Home office, Idiomas, Reintegro de gastos de guardería o jardín por hijx	No recibo bono	2 ajustes	10	Agosto	Si, en emprendimiento no relacionado con RRHH	SAP / SuccessFactors	People	No	0%	4	Sí, activamente	Respecto a beneficios, estoy conforme. 	-	Acompañamiento	No	Totalmente de acuerdo	40%	Totalmente de acuerdo	No tengo ninguna discapacidad	Si	No	Si	En evaluación	No esta definido	De la empresa	A elección de cada empleado	Teletrabajo	Algo satisfecho	5															
9/11/2021 14:42:25	Hombre cis	36 - 40	Universitario abandonado	Psicología	Universidad Privada	Argentina	Corrientes	Relación de Dependencia	Construcción	51 - 100	Nacional	2	Analista	Indeterminado	Full time	Generalista	0	0	0	5	80	Medicina prepaga / Plan de salud, Abono de celular, Combustible	No recibo bono	No tuve ajustes	0	Octubre	Si, en emprendimiento relacionado con RRHH	No tenemos sistema de gestión	Recursos Humanos	No	0%	3	No,  pero escucho ofertas	Reintegros en capacitación	Heredaste tu casa?	Bardo	No	Ni de acuerdo ni en desacuerdo	10%	En desacuerdo	Obesidad	Si	No	No	Presencial 100%	Ya volvimos 100%	No aplica	No aplica	Presencial	Algo insatisfecho	2															
9/11/2021 15:45:10	Mujer cis	31 - 35	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Neuquén	Relación de Dependencia	Petróleo y producción de gas, refinación de petróleo	501 - 1.000	Nacional	7	Responsable	Indeterminado	Full time	Payroll / Liquidación de sueldos	1	11	3	12	195000	Medicina prepaga / Plan de salud, Licencias extendidas, Equipamiento ergonómico de teletrabajo, Home office, Préstamos	No recibo bono	2 ajustes	27	Octubre	No	Finnegans	Gestión de Personas	No	0%	3	No,  pero escucho ofertas	Incrementos acorde a la inflación y vacaciones extras		gestión	No	Totalmente de acuerdo	10%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	No	Voy rotando entre la oficina y el teletrabajo	Mixto	Enero 2022	De la empresa	3 días	Mixta	Algo insatisfecho	1															
9/11/2021 19:08:20	Mujer cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Otros	501 - 1.000	Nacional	16	HRBP	Indeterminado	Full time	Capacitación y desarrollo	0	3	0	7	173000	Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Abono de internet, Comedor / Almuerzos, Frutas y snacks, Gimnasio, Home office	Un sueldo	3 o más ajustes	70	Noviembre	No	SAP / SuccessFactors	Área de personas	No	0%	4	No,  pero escucho ofertas				No	En desacuerdo	20%	De acuerdo	No tengo ninguna discapacidad	No	No	Voy rotando entre la oficina y el teletrabajo	Mixto	Ya volvimos 100%	De la empresa	3 días	Mixta	Muy satisfecho	5															
9/11/2021 20:17:29	Mujer cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Alimentación, bebidas	101 - 250	Nacional	3	Analista	Indeterminado	Full time	Administración de personal	0	3	3	3	100.000	Medicina prepaga / Plan de salud, Horarios flexibles	No recibo bono	2 ajustes	45	Septiembre	No	RH Pro	Recursos Humanos	No	0%	3	No,  pero escucho ofertas	Pago se viáticos, almuerzo pago			No	Ni de acuerdo ni en desacuerdo	30%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	Si	Voy rotando entre la oficina y el teletrabajo	En evaluación	No esta definido	De común acuerdo	No aplica	Mixta	Muy instatisfecho	3															
9/11/2021 20:47:48	Mujer cis	31 - 35	Maestría abandonada	Comunicación Social	Universidad Pública	Argentina	Santa Fe	Relación de Dependencia	Agricultura, plantaciones, otros sectores rurales	101 - 250	Nacional	2	Jefe	Indeterminado	Full time	Todo menos payroll	1	2	2	6	204.000	Medicina prepaga / Plan de salud, Horarios flexibles, Comedor / Almuerzos, Home office, Idiomas	Un sueldo	2 ajustes	38	Septiembre	No	No tenemos sistema de gestión	Recursos Humanos	Si	30%	2	Sí, activamente	Almuerzo bonificado, prepaga familiar, gimnasio		Estratégico 	No	Totalmente de acuerdo	10%	En desacuerdo	No tengo ninguna discapacidad	Si	No	Voy rotando entre la oficina y el teletrabajo	Mixto	Ya volvimos 100%	De común acuerdo	2 días	Mixta	No aplica / Prefiero no responder	3															
9/11/2021 22:39:26	Hombre cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Buenos Aires	Relación de Dependencia	Transporte (incluyendo aviación civil, ferrocarriles por carretera)	5.001 - 10.000	Nacional	100	HRBP	Indeterminado	Full time	Generalista	0	1	1	6	109000	Medicina prepaga / Plan de salud, Comedor / Almuerzos	No recibo bono	1 solo	30	Septiembre	No	RH Pro																																						
10/11/2021 1:07:07	Hombre cis	25 - 30	Universitario en curso	Administración de Empresas	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Alimentación, bebidas	501 - 1.000	Nacional	4	Analista	Indeterminado	Full time	Relaciones laborales	0	5	3	5	78000	Combustible, Comedor / Almuerzos	No recibo bono	1 solo	30	Septiembre	No	Bejerman	Recursos Humanos	No	0%	3	Sí, activamente	Prepaga, Eventos, Aumentos fijos.		Negociacion	No	Ni de acuerdo ni en desacuerdo	10%	Totalmente en desacuerdo	No tengo ninguna discapacidad	No	No	No	Presencial 100%	Ya volvimos 100%	No aplica	No aplica	Presencial	Algo satisfecho	4															
10/11/2021 5:44:18	Mujer cis	31 - 35	Universitario en curso	Psicología	Universidad Pública	España		Relación de Dependencia	Servicios de consultoría	1 - 50	Nacional	3	Analista	Indeterminado	Full time	Reclutamiento y selección	0	0	0	6	21000	Medicina prepaga / Plan de salud, Tarjeta de descuento, Vacaciones extendidas, Frutas y snacks, Home office, Idiomas	No recibo bono	No tuve ajustes	0		Si, en proyectos ad honorem	Softgarden	Recursos Humanos	No	0%	3	Sí, activamente	100% remoto	¿Como hacia para vivir en Argentina?	Recursos para el negocio	No	De acuerdo	0%	Totalmente en desacuerdo	No tengo ninguna discapacidad	No	No	Voy rotando entre la oficina y el teletrabajo	En evaluación	No aplica	No aplica	3 días	Mixta	Algo satisfecho	3															
10/11/2021 7:58:55	Mujer cis	25 - 30	Universitario completo	Técnico 	Universidad Pública	Argentina	Entre Ríos	Relación de Dependencia	Alimentación, bebidas	501 - 1.000	Nacional	3	Responsable	Indeterminado	Full time	Administración de personal	0	6	6	6	100000	No tengo beneficios adicionales	No recibo bono	No tuve ajustes	30	Septiembre	No	Bejerman	Oficina de Personal	No	0%	3	Sí, activamente	Con el mejor trato me basta		Hechos	No	Ni de acuerdo ni en desacuerdo	40%	En desacuerdo	No tengo ninguna discapacidad	No	Si	No	Presencial 100%	Ya volvimos 100%	No aplica	No aplica	Presencial	Muy satisfecho	2															
10/11/2021 8:49:30	Mujer cis	25 - 30	Universitario en curso	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Córdoba	Freelance																																												Monotributista	1	Casa	Si	Payoneer	No	Si	Si	Si	No	50	Remuneración mensual del ingresante	3 meses		
10/11/2021 15:24:53	Mujer cis	41 - 45	Terciario completo	Administración de Empresas	Universidad Privada	Argentina	Neuquén	Relación de Dependencia	Otros	251 - 500	Nacional	7	Responsable	Indeterminado	Full time	Administración de personal	2	6	3	14	218642	Medicina prepaga / Plan de salud, Licencias extendidas, Equipamiento ergonómico de teletrabajo, Home office	No recibo bono	2 ajustes	20	Septiembre	No	Finnegans	Administración y Control de personal	No		3	No,  pero escucho ofertas	Home office total, ahora voy algunos días a la oficina.	Tenes quién cuide a tus hijos?	Equipo	No	Ni de acuerdo ni en desacuerdo	10%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	No	No	Voy rotando entre la oficina y el teletrabajo	Mixto	Noviembre 2021	De la empresa	3 días	Mixta	Algo insatisfecho	3															
10/11/2021 15:56:38	Mujer cis	36 - 40	Diplomado de posgrado completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Servicios de salud	251 - 500	Nacional	6	Analista	Indeterminado	Full time	Capacitación y desarrollo	0	1	0	14	99455	Comedor / Almuerzos	No recibo bono	3 o más ajustes	45	Septiembre	Si, en emprendimiento relacionado con RRHH	Enlatado propio	Recursos Humanos	No	0%	3	Sí, activamente	Idiomas, cursos		Pasión	No	De acuerdo	50%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	No	Si	No		No aplica	No aplica	No aplica			3															
10/11/2021 16:03:43	Mujer cis	18 - 25	Secundario completo	RRHH / RRLL / RRTT	No estudié en la Universidad	Argentina	Buenos Aires	Relación de Dependencia	Alimentación, bebidas	101 - 250	Nacional	1	Responsable	Indeterminado	Full time	de todo un poco..!	0	5	4	4	110000	Horarios flexibles, Charter / Servicio de transporte, Préstamos	Menos de un sueldo	2 ajustes	30	Octubre	No	No tenemos sistema de gestión	Recursos Humanos	No	20%	4	No estoy buscando cambiar	HomeOffice	nunca me hicieron una pregunta bizarra, tampoco pregunte cosas raras jajaja	empatia	No	Totalmente de acuerdo	60%	En desacuerdo	No tengo ninguna discapacidad	Si	No	No	Presencial 100%	Ya volvimos 100%	No aplica	No aplica	Presencial	No aplica / Prefiero no responder	3															
10/11/2021 16:39:09	Mujer cis	46 - 50	Universitario completo	Psicología	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Hotelería, restauración, turismo	101 - 250	Nacional	2	Director	Indeterminado	Full time	Capacitación y desarrollo	1	16	16	25	150000	Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular	No recibo bono	2 ajustes	40	Septiembre	No	Bejerman	Recursos Humanos	No	0%	3	No estoy buscando cambiar	horario flexible - descuentos 		gestion 	No	Totalmente de acuerdo	30%	Totalmente en desacuerdo	No tengo ninguna discapacidad	No	No	No	Presencial 100%	Ya volvimos 100%	De la empresa	No aplica	Presencial	Muy satisfecho	5															
10/11/2021 17:03:38	Hombre cis	31 - 35	Universitario abandonado	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Jujuy	Relación de Dependencia	Tecnologías de información	251 - 500	Nacional	9	Analista	Indeterminado	Full time	Reclutamiento y selección	0	0	0	3	80000	Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Idiomas, Préstamos	Menos de un sueldo	3 o más ajustes	50	Noviembre	No	Bamboo HR	Recursos Humanos	Si	50%	5	No estoy buscando cambiar	Una hora menos por día, o dos horas menos los viernes	Piensan casarse? (Referido a mi novia)	Talento	No	Totalmente de acuerdo	30%	De acuerdo	No tengo ninguna discapacidad	Si	No	Si	Remoto 100%	No aplica	De común acuerdo	A elección de cada empleado	Teletrabajo	No aplica / Prefiero no responder	5															
10/11/2021 18:40:36	Mujer cis	18 - 25	Universitario en curso	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Buenos Aires	Freelance																																												Monotributista	1	Casa	No	Transferencia a tu cuenta	No	Si	Si	Si	Si	30	Remuneración mensual del ingresante	1 mes		
10/11/2021 19:39:09	Mujer cis	31 - 35	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Función pública	51 - 100	Nacional	1	Analista	Monotributista	Full time	Administración de personal	0	7	5	5	107.000	No tengo beneficios adicionales	No recibo bono	1 solo	38	Abril	No	No tenemos sistema de gestión	No tiene nombre definido	No	0%	1	Sí, activamente	Prepaga familiar, gimnasio, idiomas		Calidez	No	Totalmente en desacuerdo	10%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	No	No	Voy rotando entre la oficina y el teletrabajo	En evaluación	Noviembre 2021	De la empresa	5 días	No hubo ingresos	Muy instatisfecho	2															
10/11/2021 19:59:38	Hombre cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Tecnologías de información	1 - 50	Nacional	3	HRBP	Indeterminado	Full time	Reclutamiento y selección	0	2	2	5	100000	Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Home office	No recibo bono	1 solo	20	Junio	No	No tenemos sistema de gestión	Recursos Humanos	No	0%	2	Sí, activamente	Internet y silla	no recuerdo	Integración																														
10/11/2021 20:54:28	Mujer cis	18 - 25	Universitario en curso	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios de salud	10.001 o más	Multinacional	50	Analista	Indeterminado	Full time	Generalista	0	0	0	2	105000	Medicina prepaga / Plan de salud, Vacaciones extendidas, Home office, Seguro de vida (adicionales a los de ley), Reintegro en electricidad	No recibo bono	No tuve ajustes	0		No	No tenemos sistema de gestión	Recursos Humanos	Si	100%	4	No,  pero escucho ofertas	gimnasio, idiomas, almuerzo, 	estas casada?		No	De acuerdo	70%	De acuerdo	No tengo ninguna discapacidad	Si	No	Si	Mixto	Enero 2022	De la empresa	No aplica	Mixta	Algo satisfecho	4															
11/11/2021 8:41:15	Prefiero no responder	36 - 40	Secundario completo	Psicología	Universidad Privada	España		Relación de Dependencia	Agricultura, plantaciones, otros sectores rurales	10.001 o más	Multinacional	500	Gerente	Indeterminado	Full time	Generalista	0	4	0	15	5000	No tengo beneficios adicionales	Dos sueldos	No tuve ajustes	0		No	SAP / SuccessFactors	Recursos Humanos	Si	90%	4	No,  pero escucho ofertas				Prefiero no responder	De acuerdo	40%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	No	Voy rotando entre la oficina y el teletrabajo	Mixto	No esta definido	De común acuerdo	No aplica	Mixta	Muy instatisfecho	5															
11/11/2021 10:14:57	Mujer cis	31 - 35	Diplomado de posgrado en curso	Y ahora Relaciones Laborales	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Freelance																																												Monotributista	1	Casa	No	No trabajo para afuera aún	Si, frecuentemente	No	Si	Si	Si	35	Remuneración mensual del ingresante	1 mes		
11/11/2021 10:27:15	Mujer cis	36 - 40	Maestría en curso	Abogacía	Universidad Privada	Argentina	Santa Fe	Relación de Dependencia	Servicios de salud	251 - 500	Nacional	7	Jefe	Indeterminado	Full time	Diseño organizacional	6	0	0	20	180000	Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Frutas y snacks, Home office	No recibo bono	1 solo	50	Octubre	Si, en emprendimiento relacionado con RRHH	No tenemos sistema de gestión	Recursos Humanos	No	10%	5	No,  pero escucho ofertas		Si quería tener más hijos	Vocación 	No	Totalmente de acuerdo	30%	Totalmente en desacuerdo	No tengo ninguna discapacidad	No se	Si	Si	Mixto	Ya volvimos 100%	De la empresa	1 día	Presencial	Algo insatisfecho	5															
11/11/2021 13:47:08	Hombre cis	51 - 55	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios de correos y de telecomunicaciones	1 - 50	Multinacional	1	Gerente	Indeterminado	Full time	Generalista	0	2	2	30	290000	Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Frutas y snacks	Dos sueldos	1 solo	36	Enero	Si, en emprendimiento relacionado con RRHH	Bamboo HR	Recursos Humanos	No	0%	3	No,  pero escucho ofertas	coche cía	que promedio tuviste en la universidad?	gente	No	Totalmente de acuerdo	20%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	No	No	Si	En evaluación	Marzo 2022 en adelante	De la empresa	5 días	Teletrabajo	Muy instatisfecho	3															
11/11/2021 14:34:26	Mujer cis	55 - 60	Maestría completa	Ingeniería Industrial	Universidad Privada	Perú		Freelance																																												Monotributista	1	Casa	No	Transferencia a tu cuenta	Si, frecuentemente	Si	No						Comunicación interna	120
11/11/2021 14:42:46	Hombre cis	36 - 40	Terciario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Tecnologías de información	1 - 50	Nacional	50	Responsable	Indeterminado	Full time	Generalista	0	5	5	15	210000	Medicina prepaga / Plan de salud, Abono de celular, Posgrados	No recibo bono	3 o más ajustes	58	Septiembre	No	Softland	Recursos Humanos	No	10%	4	No,  pero escucho ofertas			Gestión	No	De acuerdo	20%	Totalmente en desacuerdo	No tengo ninguna discapacidad	No	No	No	Presencial 100%	Ya volvimos 100%	De la empresa	No aplica	Presencial	Algo satisfecho	4															
11/11/2021 15:50:40	Mujer cis	18 - 25	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Buenos Aires	Relación de Dependencia	Comercio	51 - 100	Nacional	4	Administrativo	Indeterminado	Full time	Administración de personal	0	2	1	1	23456	Posgrados, Préstamos	No recibo bono	No tuve ajustes	23	Enero	Si, en emprendimiento relacionado con RRHH	Tango		No	0%	4	No,  pero escucho ofertas	bla bla	bla bla	hola	No	De acuerdo	40%	De acuerdo	No tengo ninguna discapacidad	No	No																							
22/10/2021 11:43:53	Hombre cis	41 - 45	Diplomado de posgrado completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Tecnologías de información	101 - 250	Nacional	3	HRBP	Indeterminado	Full time	People analytics	0	2	2	14	190000	Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de celular, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Gimnasio, Home office, Idiomas, Reintegros en capacitación	Menos de un sueldo	2 ajustes	50	Agosto	Si, en emprendimiento relacionado con RRHH	HC Work	Talento Humano	No	20%	5	No estoy buscando cambiar		No me acuerdo puntualmente de la pregunta, pero un día tenía que ir de una entrevista en Pilar a otra en Microcentro (unos 50 km), llamé para avisar que llegaba tarde y el tipo que me entrevistó estaba casi acostado en la silla y repetía que para trabajar en RRLL de esa empresa había que tener huevos.	Fusible	No	Totalmente de acuerdo	30%	De acuerdo	No tengo ninguna discapacidad	No se	Si	Voy rotando entre la oficina y el teletrabajo	Mixto	No esta definido	De común acuerdo	A elección de cada empleado	Teletrabajo	Muy satisfecho	5															
29/10/2021 21:01:43	Hombre cis	36 - 40	Diplomado de posgrado completo	Administración de Empresas	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Tecnologías de información	10.001 o más	Multinacional	250	Gerente	Indeterminado	Full time	People analytics	0	10	2	15	320000	Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Abono de internet, Home office, Seguro de vida (adicionales a los de ley)	Dos sueldos	3 o más ajustes	40	Septiembre	Si, en emprendimiento relacionado con RRHH	SAP / SuccessFactors	People	No	10%	5	No,  pero escucho ofertas	Almuerzo/gimnasio		Justicia	No	Totalmente de acuerdo	40%	En desacuerdo	No tengo ninguna discapacidad	Si	No	Si	En evaluación	No esta definido	No aplica	No aplica	Presencial	No aplica / Prefiero no responder	5															
11/11/2021 20:12:34	Mujer cis	36 - 40	Diplomado de posgrado en curso	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Neuquén	Freelance																																												Monotributista	2	Casa	No	No	No	Si	No						Payroll / Liquidación de sueldos	2500
11/11/2021 20:44:47	Mujer cis	41 - 45	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Santa Fe	Relación de Dependencia	Otros	501 - 1.000	Nacional	4	Responsable	Indeterminado	Full time	Payroll / Liquidación de sueldos	1	1	1	20	75000	No tengo beneficios adicionales	No recibo bono	No tuve ajustes	25	Julio	Si, en emprendimiento relacionado con RRHH	Tango	Recursos Humanos	No	0%	2	No,  pero escucho ofertas	Horarios flex, vacaciones adicionales,  gimnasio, home officce 		Personas	No	Ni de acuerdo ni en desacuerdo	20%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	No	No	No	Presencial 100%	Ya volvimos 100%	No aplica	No aplica	Presencial	No aplica / Prefiero no responder	3															
11/11/2021 23:33:00	Mujer cis	25 - 30	Diplomado de posgrado en curso	Comunicación 	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Servicios de consultoría	51 - 100	Multinacional	3	Gerente	Monotributista	Full time	Diseño organizacional	3	1	0	1	150000	Medicina prepaga / Plan de salud, Tarjeta de descuento, Vacaciones extendidas, Home office, Posgrados	Tres sueldos o más	3 o más ajustes	60	Octubre	Si, en emprendimiento no relacionado con RRHH	Podio	Recursos Humanos	Si	0%	4	No estoy buscando cambiar																																	
11/11/2021 23:50:24	Mujer cis	36 - 40	Universitario en curso	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Freelance																																												Monotributista	4	Casa	No	Transferencia a tu cuenta	No	No	Si	Si	No	45	Remuneración mensual del ingresante	1 mes		
12/11/2021 10:05:30	Mujer cis	25 - 30	Universitario completo	Psicología	Universidad Pública	Paraguay		Relación de Dependencia	Servicios financieros seguros	101 - 250	Nacional	2	Analista	Indeterminado	Full time	Payroll / Liquidación de sueldos	0	1	1	8	4000000	Horarios flexibles, Abono de internet, Comedor / Almuerzos, Frutas y snacks, Home office	Un sueldo	1 solo	5	Febrero	Si, en emprendimiento relacionado con RRHH	Rhoft	Talento Humano	No	0%	5	No,  pero escucho ofertas			Comunicación	Si	Totalmente de acuerdo	30%	De acuerdo	No tengo ninguna discapacidad	Si	No	Voy rotando entre la oficina y el teletrabajo	Mixto	No esta definido	De la empresa	2 días	Mixta	Muy instatisfecho	5															
12/11/2021 12:21:34	Mujer cis	25 - 30	Universitario abandonado	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Buenos Aires	Relación de Dependencia	Otros	1 - 50	Multinacional	3	Analista	Monotributista	Full time	Customer 	0	0	0	3	90.000	Home office	No recibo bono	No tuve ajustes	0	Mayo	No	Enlatado propio	Recursos Humanos	Si	30%	4	No estoy buscando cambiar	Bono, prepaga	A que se dedican tus padres? 	Gestión	No	Totalmente de acuerdo	30%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	No se	Si																							
