Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited_CrossRef,Award
Vis,2001,A case study on interactive exploration and guidance aids for visualizing historical data,10.1109/VISUAL.2001.964557,http://dx.doi.org/10.1109/VISUAL.2001.964557,485,488,C,"In this paper, we address the problem of historical data visualization. We describe the data acquisition, preparation, and visualization. Since the data contain four dimensions, the standard 3D exploration techniques have to be extended or appropriately adapted in order to enable interactive exploration. We discuss in detail two interaction concepts: (1) navigation with one fixed dimension, and (2) quasi 4D navigation allowing to simultaneously explore the four-dimensional space. In addition, we also present a picture-in-picture display mode, enabling the user to interactively view the data, while ""flying with"" a particular event, tracking its motion in time and space. Finally, we present a technique for guided exploration and animation generation, allowing for a vivid gain of insight into the historical data.",Stanislav L. Stoev;Wolfgang Straßer,S.L. Stoev;W. Strasser,"Tubingen Univ., Germany;Tubingen Univ., Germany",10.1109/VISUAL.1993.398847,"Visualization, Historical Data, Interaction, Time-dependent Data, Visualization Techniques",6,1,11,
Vis,2001,The MetVR case study: meteorological visualization in an immersive virtual environment,10.1109/VISUAL.2001.964559,http://dx.doi.org/10.1109/VISUAL.2001.964559,489,492,C,"Traditional methods for displaying weather products are generally two-dimensional (2D) plots or just text format. It is hard for forecasters to get the entire picture of the atmosphere using these methods. The problems apparent in 2D with comparing and correlating multiple layers are overcome simply by adding a dimension. This is important because pertinent features in the data sets may lie in multiple layers and span several time steps. However, simply using a three-dimensional (3D) approach is not enough. The capacity for analysis of small-scale, but important, features in 2D are lost when transitioning to 3D. We propose that 3D's advantages can be incorporated with 2D's small-scale analysis by using an immersive virtual environment. In this case study, we evaluate our current standing with the project: have we met our goals, and how should we proceed from this point? To evaluate our application, we invited meteorologists to use the application to explore a data set. Then we presented our goals and asked which ones had we met, from a meteorologist's perspective. The results qualitatively reflected that our application was effective and further research would be worthwhile.",Sean Ziegeler;Robert J. Moorhead II;Paul J. Croft;Duanjun Lu,S. Ziegeler;R.J. Moorhead;P.J. Croft;Duanjun Lu,"NSF Eng. Res. Center, Mississippi State Univ., MS, USA;NSF Eng. Res. Center, Mississippi State Univ., MS, USA",,"virtual environments, virtual reality, immersion, visualization, meteorology",21,5,15,
Vis,2001,"Archaeological Data Visualization in VR: Analysis of Lamp Finds at the Great Temple of Petra, a Case Study",10.1109/VISUAL.2001.964560,http://doi.ieeecomputersociety.org/10.1109/VISUAL.2001.964560,493,496,C,"Presents the results of an evaluation of the ARCHAVE (ARCHAeological Virtual Environment) system, an immersive virtual reality (VR) environment for archaeological research. ARCHAVE is implemented in a Cave. The evaluation studied researchers analyzing lamp and coin finds throughout the excavation trenches at the Petra Great Temple site in Jordan. Experienced archaeologists used our system to study excavation data, confirming existing hypotheses and postulating new theories they had not been able to discover without the system. ARCHAVE provided access to the excavation database, and researchers were able to examine the data in the context of a life-size representation of the present-day architectural ruins of the temple. They also had access to a miniature model for site-wide analysis. Because users quickly became comfortable with the interface, they concentrated their efforts on examining the data being retrieved and displayed. The immersive VR visualization of the recovered information gave them the opportunity to explore it in a new and dynamic way and, in several cases, enabled them to make discoveries that opened new lines of investigation about the excavation.",Daniel Acevedo Feliz;Eileen Vote;David H. Laidlaw;Martha Sharp Joukowsky,D. Acevedo;E. Vote;D.H. Laidlaw;M.S. Joukowsky,"Brown Univ., Providence, RI, USA;Brown Univ., Providence, RI, USA;Brown Univ., Providence, RI, USA",,"Scientific Visualization, Archaeological Data Analysis, Immersive Virtual Reality Interfaces",69,26,9,
Vis,2001,Virtual Temporal Bone Dissection: A Case Study,10.1109/VISUAL.2001.964561,http://doi.ieeecomputersociety.org/10.1109/VISUAL.2001.964561,497,500,C,"The Temporal Bone Dissection Simulator is an ongoing research project for the construction of a synthetic environment suitable for virtual dissection of human temporal bone and related anatomy. Funded by the National Institute on Deafness and Other Communication Disorders (NIDCD), the primary goal of this project is to provide a safe, robust, and cost-effective virtual environment for learning the anatomy and surgical procedures associated with the temporal bone. Direct volume visualization has been indispensable for the necessary level of realism and interactivity that is vital to the success of this project. This work is being conducted by the Ohio Supercomputer Center in conjunction with the Department of Otolaryngology at the Ohio State University, and NIDCD.",Jason Bryan;Don Stredney;Gregory J. Wiet;Dennis Sessanna,J. Bryan;D. Stredney;G. Wiet;D. Sessanna,"Ohio Supercomput. Center, OH, USA;Ohio Supercomput. Center, OH, USA",,Temporal Bone Dissection,47,23,22,
Vis,2001,"Semi-immersive space mission design and visualization: case study of the ""Terrestrial Planet Finder"" mission",10.1109/VISUAL.2001.964562,http://dx.doi.org/10.1109/VISUAL.2001.964562,501,504,C,"The paper addresses visualization issues of the Terrestrial Planet Finder Mission (C.A. Beichman et al., 1999). The goal of this mission is to search for chemical signatures of life in distant solar systems using five satellites flying in formation to simulate a large telescope. To design and visually verify such a delicate mission, one has to analyze and interact with many different 3D spacecraft trajectories, which is often difficult in 2D. We employ a novel trajectory design approach using invariant manifold theory, which is best understood and utilized in an immersive setting. The visualization also addresses multi-scale issues related to the vast differences in distance, velocity, and time at different phases of the mission. Additionally, the parameterization and coordinate frames used for numerical simulations may not be suitable for direct visualization. Relative motion presents a more serious problem where the patterns of the trajectories can only be viewed in particular rotating frames. Some of these problems are greatly relieved by using interactive, animated stereo 3D visualization in a semi-immersive environment such as a Responsive Workbench. Others were solved using standard techniques such as a stratify approach with multiple windows to address the multiscale issues, re-parameterizations of trajectories and associated 2D manifolds and relative motion of the camera to ""evoke"" the desired patterns.",Ken Museth;Alan H. Barr;Martin W. Lo,K. Museth;A. Barr;M.W. Lo,"Dept. of Comput. Sci., California Inst. of Technol., Pasadena, CA, USA",,,10,2,7,
Vis,2001,Wind Tunnel Data Fusion and Immersive Visualization: A Case Study,10.1109/VISUAL.2001.964563,http://doi.ieeecomputersociety.org/10.1109/VISUAL.2001.964563,505,508,C,"This case study describes the process of fusing the data from several wind tunnel experiments into a single coherent visualization. Each experiment was conducted independently and was designed to explore different flow features around airplane landing gear. In the past, it would have been very difficult to correlate results from the different experiments. However, with a single 3-D visualization representing the fusion of the three experiments, significant insight into the composite flowfield was observed that would have been extremely difficult to obtain by studying its component parts. The results are even more compelling when viewed in an immersive environment.",Kurt Severance;Paul Brewster;Barry Lazos;Daniel F. Keefe,K. Severance;P. Brewster;B. Lazos;D. Keefe,"NASA Langley Res. Center, Hampton, VA, USA;NASA Langley Res. Center, Hampton, VA, USA;NASA Langley Res. Center, Hampton, VA, USA",10.1109/VISUAL.1998.745331,"Data fusion, Photogrammetry, Line Integral Convolution, Reconstruction, Oil flow, Particle Image Velocimetry, Wind tunnel, Landing gear, Texture mapping, Image-based rendering, VRML",12,3,11,
Vis,2001,A virtual environment for simulated rat dissection: a case study of visualization for astronaut training,10.1109/VISUAL.2001.964564,http://dx.doi.org/10.1109/VISUAL.2001.964564,509,601,C,"Animal dissection for the scientific examination of organ subsystems is a delicate procedure. Performing this procedure under the complex environment of microgravity presents additional challenges because of the limited training opportunities available that can recreate the altered gravity environment. Traditional astronaut crew training often occurs several months in advance of experimentation, provides limited realism, and involves complicated logistics. We have developed an interactive virtual environment that can simulate several common tasks performed during animal dissection. In this paper, we describe the imaging modality used to reconstruct the rat, provide an overview of the simulation environment and briefly discuss some of the techniques used to manipulate the virtual rat.",Kevin Montgomery;Wm. LeRoy Heinrichs;Cynthia Bruyns;Simon Wildermuth,K. Montgomery;C. Bruyns;S. Wildermuth,"Nat. Biocomputation Center, Stanford Univ., CA, USA;Nat. Biocomputation Center, Stanford Univ., CA, USA;Nat. Biocomputation Center, Stanford Univ., CA, USA",,,17,4,5,
Vis,2002,Integration of measurement tools in medical 3d visualizations,10.1109/VISUAL.2002.1183752,http://dx.doi.org/10.1109/VISUAL.2002.1183752,21,28,C,"We discuss 3d interaction techniques for the quantitative analysis of spatial relations in medical visualizations. We describe the design and implementation of measurement tools to measure distances, angles and volumes in 3d visualizations. The visualization of measurement tools as recognizable 3d objects and a 3d interaction, which is both intuitive and precise, determines the usability of such facilities. Measurements may be carried out in 2d visualizations of the original radiological data and in 3d visualizations. The result of a measurement carried out in one view is also displayed in the other view appropriately. We discuss the validation of the obtained measures. Finally, we describe how some important measurement tasks may be solved automatically.",Bernhard Preim;Christian Tietjen;Wolf Spindler;Heinz-Otto Peitgen,B. Preim;C. Tietjen;W. Spindler;H.-O. Peitgen,"Center for Med. Diagnostic Syst. & Visualization, MeVis, Bremen, Germany;Center for Med. Diagnostic Syst. & Visualization, MeVis, Bremen, Germany;Center for Med. Diagnostic Syst. & Visualization, MeVis, Bremen, Germany;Center for Med. Diagnostic Syst. & Visualization, MeVis, Bremen, Germany",,"medical visualization, computer-assisted surgery, quantitative analysis, interaction techniques",71,14,14,
Vis,2002,Fast visualization of plane-like structures in voxel data,10.1109/VISUAL.2002.1183753,http://dx.doi.org/10.1109/VISUAL.2002.1183753,29,36,C,"We present a robust, noise-resistant criterion characterizing plane-like skeletons in binary voxel objects. It is based on a distance map and the geodesic distance along the object's boundary. A parameter allows us to control the noise sensitivity. If needed, homotopy with the original object might be reconstructed in a second step, using an improved distance ordered thinning algorithm. The skeleton is analyzed to create a geometric representation for rendering. Plane-like parts are transformed into an triangulated surface not enclosing a volume by a suitable triangulation scheme. The resulting surfaces have lower triangle count than those created with standard methods and tend to maintain the original geometry, even after simplification with a high decimation rate. Our algorithm allows us to interactively render expressive images of complex 3D structures, emphasizing independently plane-like and rod-like structures. The methods are applied for visualization of the microstructure of bone biopsies.",Steffen Prohaska;Hans-Christian Hege,S. Prohaska;H.-C. Hege,"Dept. for Sci. Visualization, Zuse Inst. Berlin, Germany;Dept. for Sci. Visualization, Zuse Inst. Berlin, Germany",,"skeletonization, thinning, distance transform, triangulation, visualization",54,10,19,
Vis,2002,CPR - curved planar reformation,10.1109/VISUAL.2002.1183754,http://dx.doi.org/10.1109/VISUAL.2002.1183754,37,44,C,"Visualization of tubular structures such as blood vessels is an important topic in medical imaging. One way to display tubular structures for diagnostic purposes is to generate longitudinal cross-sections in order to show their lumen, wall, and surrounding tissue in a curved plane. This process is called curved planar reformation (CPR). We present three different methods to generate CPR images. A tube-phantom was scanned with computed tomography (CT) to illustrate the properties of the different CPR methods. Furthermore we introduce enhancements to these methods: thick-CPR, rotating-CPR and multi-path-CPR.",Armin Kanitsar;Dominik Fleischmann;Rainer Wegenkittl;Petr Felkel;M. Eduard Gröller,A. Kanitsar;D. Fleischmann;R. Wegenkittl;P. Felkel;E. Groller,"Inst. of Comput. Graphics & Algorithms, Vienna Univ. of Technol., Austria",10.1109/VISUAL.2001.964555;10.1109/VISUAL.2001.964538,"computed tomography angiography, vessel analysis, curved planar reformation",234,63,14,
Vis,2002,Direct surface extraction from 3D freehand ultrasound images,10.1109/VISUAL.2002.1183755,http://dx.doi.org/10.1109/VISUAL.2002.1183755,45,52,C,"This paper presents a new technique for the extraction of surfaces from 3D ultrasound data. Surface extraction from ultrasound data is challenging for a number of reasons including noise and artifacts in the images and nonuniform data sampling. A method is proposed to fit an approximating radial basis function to the group of data samples. An explicit surface is then obtained by iso-surfacing the function. In most previous 3D ultrasound research, a pre-processing step is taken to interpolate the data into a regular voxel array and a corresponding loss of resolution. We are the first to represent the set of semi-structured ultrasound pixel data as a single function. From this we are able to extract surfaces without first reconstructing the irregularly spaced pixels into a regular 3D voxel array.",Youwei Zhang;Robert Rohling;Dinesh K. Pai,Youwei Zhang;R. Rohling;D.K. Pai,"Dept. of Comput. Sci., British Columbia Univ., Vancouver, BC, Canada",10.1109/VISUAL.1991.175782;10.1109/VISUAL.1994.346295,"Radial Basis Functions, Ultrasound, Isosurface, 3D Freehand Ultrasound, Direct Surface Extraction, Unstructured data",47,4,27,
Vis,2002,Interactive rendering of large volume data sets,10.1109/VISUAL.2002.1183757,http://dx.doi.org/10.1109/VISUAL.2002.1183757,53,60,C,"We present a new algorithm for rendering very large volume data sets at interactive frame rates on standard PC hardware. The algorithm accepts scalar data sampled on a regular grid as input. The input data is converted into a compressed hierarchical wavelet representation in a preprocessing step. During rendering, the wavelet representation is decompressed on-the-fly and rendered using hardware texture mapping. The level of detail used for rendering is adapted to the local frequency spectrum of the data and its position relative to the viewer. Using a prototype implementation of the algorithm we were able to perform an interactive walkthrough of large data sets such as the visible human on a single off-the-shelf PC.",Stefan Guthe;Michael Wand 0001;Julius Gonser;Wolfgang Straßer,S. Guthe;M. Wand;J. Gonser;W. Strasser,"WSI/GRIS, Tubingen Univ., Germany;WSI/GRIS, Tubingen Univ., Germany;WSI/GRIS, Tubingen Univ., Germany;WSI/GRIS, Tubingen Univ., Germany",10.1109/VISUAL.2001.964531;10.1109/VISUAL.1999.809908;10.1109/VISUAL.1999.809889;10.1109/VISUAL.1993.398845;10.1109/VISUAL.2001.964519,"Compression Algorithms, Level of Detail Algorithms, Scientific Visualization, Volume Rendering, Wavelets",322,76,36,
Vis,2002,Semotus Visum: a flexible remote visualization framework,10.1109/VISUAL.2002.1183758,http://dx.doi.org/10.1109/VISUAL.2002.1183758,61,68,C,"By offering more detail and precision, large data sets can provide greater insights to researchers than small data sets. However, these data sets require greater computing resources to view and manage. Remote visualization techniques allow the use of computers that cannot be operated locally. The Semotus Visum framework applies a high-performance client-server paradigm to the problem. The framework utilizes both client and server resources via multiple rendering methods. Experimental results show the framework delivers high frame rates and low latency across a wide range of data sets.",Eric Luke;Charles D. Hansen,E.J. Luke;C.D. Hansen,"Sci. Comput. & Imaging Inst., Utah Univ., Salt Lake City, UT, USA",10.1109/VISUAL.1997.663891;10.1109/VISUAL.1999.809878;10.1109/VISUAL.1998.745300,"remote visualization, client/server",76,26,21,
Vis,2002,Out-of-core rendering of massive geometric environments,10.1109/VISUAL.2002.1183759,http://dx.doi.org/10.1109/VISUAL.2002.1183759,69,76,C,"We present an external memory algorithm for fast display of very large and complex geometric environments. We represent the model using a scene graph and employ different culling techniques for rendering acceleration. Our algorithm uses a parallel approach to render the scene as well as fetch objects from the disk in a synchronous manner. We present a novel prioritized prefetching technique that takes into account LOD-switching and visibility-based events between successive frames. We have applied our algorithm to large gigabyte-sized environments that are composed of thousands of objects and tens of millions of polygons. The memory overhead of our algorithm is output sensitive and is typically tens of megabytes. In practice, our approach scales with the model sizes, and its rendering performance is comparable to that of an in-core algorithm.",Gokul Varadhan;Dinesh Manocha,G. Varadhan;D. Manocha,"Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA;Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA",10.1109/VISUAL.2001.964502;10.1109/VISUAL.1997.663927;10.1109/VISUAL.1997.663888;10.1109/VISUAL.2001.964503,"external memory, large datasets, walkthroughs, visibility, LODs, prefetching",,19,37,
Vis,2002,Optimized view-dependent rendering for large polygonal datasets,10.1109/VISUAL.2002.1183760,http://dx.doi.org/10.1109/VISUAL.2002.1183760,77,84,C,"In this paper we are presenting a novel approach for rendering large datasets in a view-dependent manner. In a typical view-dependent rendering framework, an appropriate level of detail is selected and sent to the graphics hardware for rendering at each frame. In our approach, we have successfully managed to speed up the selection of the level of detail as well as the rendering of the selected levels. We have accelerated the selection of the appropriate level of detail by not scanning active nodes that do not contribute to the incremental update of the selected level of detail. Our idea is based on imposing a spatial subdivision over the view-dependence trees data-structure, which allows spatial tree cells to refine and merge in real-time rendering to comply with the changes in the active nodes list. The rendering of the selected level of detail is accelerated by using vertex arrays. To overcome the dynamic changes in the selected levels of detail we use multiple small vertex arrays whose sizes depend on the memory on the graphics hardware. These multiple vertex arrays are attached to the active cells of the spatial tree and represent the active nodes of these cells. These vertex arrays, which are sent to the graphics hardware at each frame, merge and split with respect to the changes in the cells of the spatial tree.",Jihad El-Sana;Eitan Bachmant,J. El-Sana;E. Bachmat,"Dept. of Comput. Sci., Ben-Gurion Univ. of the Negev, Beer-Sheva, Israel;Dept. of Comput. Sci., Ben-Gurion Univ. of the Negev, Beer-Sheva, Israel",10.1109/VISUAL.1999.809877;10.1109/VISUAL.1997.663860;10.1109/VISUAL.2000.885724;10.1109/VISUAL.1998.745283;10.1109/VISUAL.1995.480805,"Surface Simplification, Level of Detail, Multiresolution Hierarchies, View-Dependent Rendering",23,9,15,
Vis,2002,Volumetric shadows using splatting,10.1109/VISUAL.2002.1183761,http://dx.doi.org/10.1109/VISUAL.2002.1183761,85,92,C,"This paper describes an efficient algorithm to model the light attenuation due to a participating media with low albedo. The light attenuation is modeled using splatting volume renderer for both the viewer and the light source. During the rendering, a 2D shadow buffer attenuates the light for each pixel. When the contribution of a footprint is added to the image buffer, as seen from the eye, we add the contribution to the shadow buffer, as seen from the light source. We have generated shadows for point lights and parallel lights using this algorithm. The shadow algorithm has been extended to deal with multiple light sources and projective textured lights.",Caixia Zhang;Roger Crawfis,Caixia Zhang;R. Crawfis,"Dept. of Comput. & Inf. Sci., Ohio State Univ., Columbus, OH, USA;Dept. of Comput. & Inf. Sci., Ohio State Univ., Columbus, OH, USA",10.1109/VISUAL.1998.745309;10.1109/VISUAL.1999.809909;10.1109/VISUAL.2000.885698;10.1109/VISUAL.2002.1183764,"visualization, volume rendering, shadows, illumination",21,2,24,
Vis,2002,Volume clipping via per-fragment operations in texture-based volume visualization,10.1109/VISUAL.2002.1183762,http://dx.doi.org/10.1109/VISUAL.2002.1183762,93,100,C,"We propose new clipping methods that are capable of using complex geometries for volume clipping. The clipping tests exploit per-fragment operations on the graphics hardware to achieve high frame rates. In combination with texture-based volume rendering, these techniques enable the user to interactively select and explore regions of the data set. We present depth-based clipping techniques that analyze the depth structure of the boundary representation of the clip geometry to decide which parts of the volume have to be clipped. In another approach, a voxelized clip object is used to identify the clipped regions.",Daniel Weiskopf;Klaus Engel;Thomas Ertl,D. Weiskopf;K. Engel;T. Ertl,"Visualization & Interactive Syst. Group, Stuttgart Univ., Germany;Visualization & Interactive Syst. Group, Stuttgart Univ., Germany;Visualization & Interactive Syst. Group, Stuttgart Univ., Germany",10.1109/VISUAL.1999.809892;10.1109/VISUAL.2001.964519;10.1109/VISUAL.1999.809884,"volume rendering, clipping, hardware acceleration",107,17,17,
Vis,2002,Interactive spectral volume rendering,10.1109/VISUAL.2002.1183763,http://dx.doi.org/10.1109/VISUAL.2002.1183763,101,108,C,"We describe a method for volume rendering using a spectral representation of colour instead of the traditional RGB model. It is shown how to use this framework for a novel exploration of datasets through enhanced transfer function design. Furthermore, our framework is extended to allow real-time re-lighting of the scene created with any rendering method. The technique of post-illumination is introduced to generate new spectral images for arbitrary light colours in real-time. Also a tool is described to design a palette of lights and materials having certain properties such as selective metamerism or colour constancy. Applied to spectral transfer functions, different light colours can accentuate or hide specific qualities of the data. In connection with post-illumination this provides a new degree of freedom for guided exploration of volumetric data, which cannot be achieved using the RGB model.",Steven Bergner;Torsten Möller;Mark S. Drew;Graham D. Finlayson,S. Bergner;T. Moller;M.S. Drew;G.D. Finlayson,"Dept. of Simulation & Graphics, Magdeburg Univ., Germany",10.1109/VISUAL.2001.964519;10.1109/VISUAL.2001.964515;10.1109/VISUAL.1997.663875,"spectral volume rendering, post-illumination, interactive re-lighting",31,4,30,
Vis,2002,Interactive translucent volume rendering and procedural modeling,10.1109/VISUAL.2002.1183764,http://dx.doi.org/10.1109/VISUAL.2002.1183764,109,116,C,Direct volume rendering is a commonly used technique in visualization applications. Many of these applications require sophisticated shading models to capture subtle lighting effects and characteristics of volumetric data and materials. Many common objects and natural phenomena exhibit visual quality that cannot be captured using simple lighting models or cannot be solved at interactive rates using more sophisticated methods. We present a simple yet effective interactive shading model which captures volumetric light attenuation effects to produce volumetric shadows and the subtle appearance of translucency. We also present a technique for volume displacement or perturbation that allows realistic interactive modeling of high frequency detail for real and synthetic volumetric data.,Joe Michael Kniss;Simon Premoze;Charles D. Hansen;David S. Ebert,J. Kniss;S. Premoze;C. Hansen;D. Ebert,"Sci. Comput. & Imaging Inst., Utah Univ., Salt Lake City, UT, USA",10.1109/VISUAL.1990.146391,"volume rendering, shading model, volume modeling, procedural modeling",168,28,38,
Vis,2002,A multiphase approach to efficient surface simplification,10.1109/VISUAL.2002.1183765,http://dx.doi.org/10.1109/VISUAL.2002.1183765,117,124,C,"We present a new multiphase method for efficiently simplifying polygonal surface models of arbitrary size. It operates by combining an initial out-of-core uniform clustering phase with a subsequent in-core iterative edge contraction phase. These two phases are both driven by quadric error metrics, and quadrics are used to pass information about the original surface between phases. The result is a method that produces approximations of a quality comparable to quadric-based iterative edge contraction, but at a fraction of the cost in terms of running time and memory consumption.",Michael Garland;Eric Shaffer,M. Garland;E. Shaffer,"Illinois Univ., Urbana, IL, USA;Illinois Univ., Urbana, IL, USA",10.1109/VISUAL.2001.964502;10.1109/VISUAL.2001.964503;10.1109/VISUAL.1998.745282;10.1109/VISUAL.1998.745314,"multiphase simplification, quadric error metrics, massive meshes, out-of-core simplification",105,20,18,
Vis,2002,Geometric surface smoothing via anisotropic diffusion of normals,10.1109/VISUAL.2002.1183766,http://dx.doi.org/10.1109/VISUAL.2002.1183766,125,132,C,"This paper introduces a method for smoothing complex, noisy surfaces, while preserving (and enhancing) sharp, geometric features. It has two main advantages over previous approaches to feature preserving surface smoothing. First is the use of level set surface models, which allows us to process very complex shapes of arbitrary and changing topology. This generality makes it well suited for processing surfaces that are derived directly from measured data. The second advantage is that the proposed method derives from a well-founded formulation, which is a natural generalization of anisotropic diffusion, as used in image processing. This formulation is based on the proposition that the generalization of image filtering entails filtering the normals of the surface, rather than processing the positions of points on a mesh.",Tolga Tasdizen;Ross T. Whitaker;Paul Burchard;Stanley J. Osher,T. Tasdizen;R. Whitaker;P. Burchard;S. Osher,"Sch. of Comput., Utah Univ., Salt Lake City, UT, USA",,"anisotropic diffusion, surface fairing, geometric surface processing, intrinsic Laplacian of curvature, level sets",307,82,32,
Vis,2002,TetFusion: an algorithm for rapid tetrahedral mesh simplification,10.1109/VISUAL.2002.1183767,http://dx.doi.org/10.1109/VISUAL.2002.1183767,133,140,C,"This paper introduces an algorithm for rapid progressive simplification of tetrahedral meshes: TetFusion. We describe how a simple geometry decimation operation steers a rapid and controlled progressive simplification of tetrahedral meshes, while also taking care of complex mesh-inconsistency problems. The algorithm features a high decimation ratio per step, and inherently discourages any cases of self-intersection of boundary, element-boundary intersection at concave boundary-regions, and negative volume tetrahedra (flipping). We achieved rigorous reduction ratios of up to 98% for meshes consisting of 827,904 elements in less than 2 minutes, progressing through a series of level-of-details (LoDs) of the mesh in a controlled manner. We describe how the approach supports a balanced re-distribution of space between tetrahedral elements, and explain some useful control parameters that make it faster and more intuitive than 'edge collapse'-based decimation methods for volumetric meshes. Finally, we discuss how this approach can be employed for rapid LoD prototyping of large time-varying datasets as an aid to interactive visualization.",Prashant Chopra;Jörg Meyer 0003,P. Chopra;J. Meyer,"Eng. Res. Center, Mississippi State Univ., MS, USA;Eng. Res. Center, Mississippi State Univ., MS, USA",10.1109/VISUAL.1998.745329;10.1109/VISUAL.1997.663883;10.1109/VISUAL.1999.809868;10.1109/VISUAL.2000.885680;10.1109/VISUAL.1998.745315;10.1109/VISUAL.1999.809901,"mesh simplification, multi resolution, level-of-detail, unstructured meshes",41,14,23,
Vis,2002,Compressing polygon mesh geometry with parallelogram prediction,10.1109/VISUAL.2002.1183768,http://dx.doi.org/10.1109/VISUAL.2002.1183768,141,146,C,"We present a generalization of the geometry coder by Touma and Gotsman (1998) to polygon meshes. We let the polygon information dictate where to apply the parallelogram rule that they use to predict vertex positions. Since polygons tend to be fairly planar and fairly convex, it is beneficial to make predictions within a polygon rather than across polygons. This, for example, avoids poor predictions due to a crease angle between polygons. Up to 90 percent of the vertices can be predicted this way. Our strategy improves geometry compression by 10 to 40 percent depending on (a) how polygonal the mesh is and (b) on the quality (planarity/convexity) of the polygons.",Martin Isenburg;Pierre Alliez,M. Isenburg;P. Alliez,"North Carolina Univ., Chapel Hill, NC, USA",10.1109/VIS.1999.10000;10.1109/VISUAL.2000.885711;10.1109/VISUAL.1999.809902,"mesh compression, polygon meshes, geometric coding, linear prediction, parallelogram rule",119,33,37,
Vis,2002,Probabilistic surfaces: point based primitives to show surface uncertainty,10.1109/VISUAL.2002.1183769,http://dx.doi.org/10.1109/VISUAL.2002.1183769,147,153,C,"Efficient and informative visualization of surfaces with uncertainties is an important topic with many applications in science and engineering. Examples include environmental pollution borderline identification, identification of the limits of an oil basin, or discrimination between contaminated and healthy tissue in medicine. This paper presents an approach for such visualization using points as display primitives. The approach is to render each polygon as a collection of points and to displace each point from the surface in the direction of the surface normal by an amount proportional to some random number multiplied by the uncertainty level at that point. This approach can be used in combination with other techniques such as pseudo-coloring and shading to give rise to efficient and revealing visualizations. The method is used to visualize real and simulated tumor formations with uncertainty of tumor boundaries.",Gevorg Grigoryan;Penny Rheingans,G. Grigoryan;P. Rheingans,"Maryland Univ., Baltimore, MD, USA;Maryland Univ., Baltimore, MD, USA",10.1109/VISUAL.1996.568105;10.1109/VISUAL.2000.885679;10.1109/VISUAL.2001.964492;10.1109/VISUAL.1995.480802,"uncertainty, visualizing surface uncertainty, points as display primitives",59,17,18,
Vis,2002,"PMR: point to mesh rendering, a feature-based approach",10.1109/VISUAL.2002.1183770,http://dx.doi.org/10.1109/VISUAL.2002.1183770,155,162,C,"Within the field of computer graphics and visualization, it is often necessary to visualize polygonal models with large number of polygons. Display quality is mandatory, but it is also desirable to have the ability to rapidly update the display in order to facilitate interactive use. Point based rendering methods have been shown effective for this task. Building on this paradigm we introduce the PMR system which uses a hierarchy both in points and triangles for rendering. This hierarchy is fundamentally different from the ones used in existing methods. It is based on the feature geometry in the object space rather than its projection in the screen space. This provides certain advantages over the existing methods.",Tamal K. Dey;James Hudson,T.K. Dey;J. Hudson,"Ohio State Univ., Columbus, OH, USA;Ohio State Univ., Columbus, OH, USA",10.1109/VISUAL.2001.964489;10.1109/VISUAL.2001.964492;10.1109/VISUAL.2001.964491;10.1109/VISUAL.1997.663909,"rendering, feature, multi-resolution, level of details, Voronoi diagram",62,15,35,
Vis,2002,Efficient simplification of point-sampled surfaces,10.1109/VISUAL.2002.1183771,http://dx.doi.org/10.1109/VISUAL.2002.1183771,163,170,C,"We introduce, analyze and quantitatively compare a number of surface simplification methods for point-sampled geometry. We have implemented incremental and hierarchical clustering, iterative simplification, and particle simulation algorithms to create approximations of point-based models with lower sampling density. All these methods work directly on the point cloud, requiring no intermediate tesselation. We show how local variation estimation and quadric error metrics can be employed to diminish the approximation error and concentrate more samples in regions of high curvature. To compare the quality of the simplified surfaces, we have designed a new method for computing numerical and visual error estimates for point-sampled surfaces. Our algorithms are fast, easy to implement, and create high-quality surface approximations, clearly demonstrating the effectiveness of point-based surface simplification.",Mark Pauly;Markus H. Gross;Leif Kobbelt,M. Pauly;M. Gross;L.P. Kobbelt,"Eidgenossische Tech. Hochschule, Zurich, Switzerland;Eidgenossische Tech. Hochschule, Zurich, Switzerland",10.1109/VISUAL.2001.964503;10.1109/VISUAL.1999.809896;10.1109/VISUAL.2001.964502;10.1109/VISUAL.2001.964489;10.1109/VISUAL.2000.885722,,1222,299,32,
